# qlnes-spike-trace v0
# columns: cpu_cycle	addr_hex	value_hex
6901137	4000	30
6901145	4002	ad
6901164	4004	30
6901172	4006	ad
6901191	4008	80
6901199	400a	ad
6901207	400b	06
6901215	400c	f0
6901223	400e	0f
6930314	4014	02
6930917	4000	30
6930925	4002	ad
6930944	4004	30
6930952	4006	ad
6930971	4008	80
6930979	400a	ad
6930987	400b	06
6930995	400c	f0
6931003	400e	0f
6960096	4014	02
6960703	4000	30
6960711	4002	ad
6960730	4004	30
6960738	4006	ad
6960757	4008	80
6960765	400a	ad
6960773	400b	06
6960781	400c	f0
6960789	400e	0f
6989875	4014	02
6990478	4000	30
6990486	4002	ad
6990505	4004	30
6990513	4006	ad
6990532	4008	80
6990540	400a	ad
6990548	400b	06
6990556	400c	f0
6990564	400e	0f
7019655	4014	02
7020258	4000	30
7020266	4002	ad
7020285	4004	30
7020293	4006	ad
7020312	4008	80
7020320	400a	ad
7020328	400b	06
7020336	400c	f0
7020344	400e	0f
7049434	4014	02
7050037	4000	30
7050045	4002	ad
7050064	4004	30
7050072	4006	ad
7050091	4008	80
7050099	400a	ad
7050107	400b	06
7050115	400c	f0
7050123	400e	0f
7079214	4014	02
7079817	4000	30
7079825	4002	ad
7079844	4004	30
7079852	4006	ad
7079871	4008	80
7079879	400a	ad
7079887	400b	06
7079895	400c	f0
7079903	400e	0f
7108994	4014	02
7109597	4000	30
7109605	4002	ad
7109624	4004	30
7109632	4006	ad
7109651	4008	80
7109659	400a	ad
7109667	400b	06
7109675	400c	f0
7109683	400e	0f
7138776	4014	02
7139383	4000	30
7139391	4002	ad
7139410	4004	30
7139418	4006	ad
7139437	4008	80
7139445	400a	ad
7139453	400b	06
7139461	400c	f0
7139469	400e	0f
7168555	4014	02
7169158	4000	30
7169166	4002	ad
7169185	4004	30
7169193	4006	ad
7169212	4008	80
7169220	400a	ad
7169228	400b	06
7169236	400c	f0
7169244	400e	0f
7198334	4014	02
7198937	4000	30
7198945	4002	ad
7198964	4004	30
7198972	4006	ad
7198991	4008	80
7198999	400a	ad
7199007	400b	06
7199015	400c	f0
7199023	400e	0f
7228114	4014	02
7228717	4000	30
7228725	4002	ad
7228744	4004	30
7228752	4006	ad
7228771	4008	80
7228779	400a	ad
7228787	400b	06
7228795	400c	f0
7228803	400e	0f
7257894	4014	02
7258497	4000	30
7258505	4002	ad
7258524	4004	30
7258532	4006	ad
7258551	4008	80
7258559	400a	ad
7258567	400b	06
7258575	400c	f0
7258583	400e	0f
7317456	4014	02
7319034	4000	30
7319042	4002	ad
7319061	4004	30
7319069	4006	ad
7319088	4008	80
7319096	400a	ad
7319104	400b	06
7319112	400c	f0
7319120	400e	0f
7347234	4014	02
7349113	4000	30
7349121	4002	ad
7349140	4004	30
7349148	4006	ad
7349167	4008	80
7349175	400a	ad
7349183	400b	06
7349191	400c	f0
7349199	400e	0f
7377014	4014	02
7378889	4000	30
7378897	4002	ad
7378916	4004	30
7378924	4006	ad
7378943	4008	80
7378951	400a	ad
7378959	400b	06
7378967	400c	f0
7378975	400e	0f
7406795	4014	02
7408670	4000	30
7408678	4002	ad
7408697	4004	30
7408705	4006	ad
7408724	4008	80
7408732	400a	ad
7408740	400b	06
7408748	400c	f0
7408756	400e	0f
7436576	4014	02
7438451	4000	30
7438459	4002	ad
7438478	4004	30
7438486	4006	ad
7438505	4008	80
7438513	400a	ad
7438521	400b	06
7438529	400c	f0
7438537	400e	0f
7466354	4014	02
7468229	4000	30
7468237	4002	ad
7468256	4004	30
7468264	4006	ad
7468283	4008	80
7468291	400a	ad
7468299	400b	06
7468307	400c	f0
7468315	400e	0f
7496136	4014	02
7498011	4000	30
7498019	4002	ad
7498038	4004	30
7498046	4006	ad
7498065	4008	80
7498073	400a	ad
7498081	400b	06
7498089	400c	f0
7498097	400e	0f
7525915	4014	02
7529129	4000	7f
7529137	4002	52
7529155	4003	01
7529163	4004	bc
7529171	4006	39
7529189	4007	02
7529197	4008	8f
7529205	400a	fb
7529213	400b	01
7529221	400c	f8
7529229	400e	03
7555695	4014	02
7557568	4000	7e
7557576	4002	52
7557595	4004	bc
7557603	4006	39
7557622	4008	8f
7557630	400a	f7
7557638	400b	03
7557646	400c	f7
7557654	400e	03
7585474	4014	02
7587254	4000	7d
7587262	4002	52
7587281	4004	bc
7587289	4006	39
7587308	4008	8f
7587316	400a	f7
7587324	400b	03
7587332	400c	f6
7587340	400e	03
7615256	4014	02
7617153	4000	7c
7617161	4002	3f
7617180	4004	bb
7617188	4006	92
7617206	4007	01
7617214	4008	8f
7617222	400a	f7
7617230	400b	03
7617238	400c	f5
7617246	400e	03
7645035	4014	02
7646934	4000	7b
7646942	4002	2d
7646961	4004	bb
7646969	4006	92
7646988	4008	8f
7646996	400a	f7
7647004	400b	03
7647012	400c	f4
7647020	400e	03
7674816	4014	02
7676662	4000	7a
7676670	4002	2d
7676689	4004	bb
7676697	4006	92
7676716	4008	8f
7676724	400a	f7
7676732	400b	03
7676740	400c	f3
7676748	400e	03
7704595	4014	02
7706484	4000	79
7706492	4002	2d
7706511	4004	bb
7706519	4006	52
7706538	4008	8f
7706546	400a	f7
7706554	400b	03
7706562	400c	f2
7706570	400e	03
7734374	4014	02
7736792	4000	71
7736800	4002	2d
7736819	4004	bb
7736827	4006	52
7736846	4008	8f
7736854	400a	f7
7736862	400b	03
7736870	400c	f1
7736878	400e	03
7764155	4014	02
7766028	4000	71
7766036	4002	2d
7766055	4004	bb
7766063	4006	52
7766082	4008	8f
7766090	400a	f7
7766098	400b	03
7766106	400c	f0
7766114	400e	03
7793934	4014	02
7795912	4000	71
7795920	4002	2d
7795939	4004	ba
7795947	4006	92
7795966	4008	8f
7795974	400a	f7
7795982	400b	03
7795990	400c	f0
7795998	400e	03
7823716	4014	02
7825696	4000	71
7825704	4002	2d
7825723	4004	ba
7825731	4006	92
7825750	4008	8f
7825758	400a	f7
7825766	400b	03
7825774	400c	f0
7825782	400e	03
7853494	4014	02
7855394	4000	71
7855402	4002	2d
7855421	4004	ba
7855429	4006	92
7855448	4008	8f
7855456	400a	f7
7855464	400b	03
7855472	400c	f0
7855480	400e	03
7883274	4014	02
7885244	4000	71
7885252	4002	2d
7885271	4004	ba
7885279	4006	39
7885297	4007	02
7885305	4008	8f
7885313	400a	f7
7885321	400b	03
7885329	400c	f0
7885337	400e	03
7913054	4014	02
7914994	4000	71
7915002	4002	2d
7915021	4004	ba
7915029	4006	39
7915048	4008	8f
7915056	400a	f7
7915064	400b	03
7915072	400c	f0
7915080	400e	03
7915356	4016	01
7915362	4016	00
7915559	4016	01
7915565	4016	00
7915762	4016	01
7915768	4016	00
7942836	4014	02
7945241	4000	71
7945249	4002	2d
7945268	4004	b9
7945276	4006	39
7945295	4008	8f
7945303	400a	f7
7945311	400b	03
7945319	400c	f8
7945327	400e	00
7945603	4016	01
7945609	4016	00
7945806	4016	01
7945812	4016	00
7946009	4016	01
7946015	4016	00
7972615	4014	02
7974567	4000	71
7974575	4002	2d
7974594	4004	b9
7974602	4006	92
7974620	4007	01
7974628	4008	8f
7974636	400a	f7
7974644	400b	03
7974652	400c	f7
7974660	400e	00
7974936	4016	01
7974942	4016	00
7975139	4016	01
7975145	4016	00
7975342	4016	01
7975348	4016	00
8002395	4014	02
8004308	4000	71
8004316	4002	2d
8004335	4004	b9
8004343	4006	92
8004362	4008	8f
8004370	400a	f7
8004378	400b	03
8004386	400c	f6
8004394	400e	00
8004673	4016	01
8004679	4016	00
8004876	4016	01
8004882	4016	00
8005079	4016	01
8005085	4016	00
8032174	4014	02
8034047	4000	71
8034055	4002	2d
8034074	4004	b9
8034082	4006	92
8034101	4008	8f
8034109	400a	f7
8034117	400b	03
8034125	400c	f5
8034133	400e	00
8061954	4014	02
8063870	4000	71
8063878	4002	2d
8063897	4004	b9
8063905	4006	52
8063924	4008	8f
8063932	400a	f7
8063940	400b	03
8063948	400c	f4
8063956	400e	00
8064222	4016	01
8064228	4016	00
8064425	4016	01
8064431	4016	00
8064628	4016	01
8064634	4016	00
8091735	4014	02
8093648	4000	71
8093656	4002	2d
8093675	4004	b9
8093683	4006	52
8093702	4008	8f
8093710	400a	f7
8093718	400b	03
8093726	400c	f3
8093734	400e	00
8094013	4016	01
8094019	4016	00
8094216	4016	01
8094222	4016	00
8094419	4016	01
8094425	4016	00
8121514	4014	02
8123426	4000	71
8123434	4002	2d
8123453	4004	b8
8123461	4006	52
8123480	4008	8f
8123488	400a	f7
8123496	400b	03
8123504	400c	f2
8123512	400e	00
8123791	4016	01
8123797	4016	00
8123994	4016	01
8124000	4016	00
8124197	4016	01
8124203	4016	00
8151295	4014	02
8153830	4000	71
8153838	4002	2d
8153857	4004	b8
8153865	4006	92
8153884	4008	8f
8153892	400a	fd
8153900	400b	00
8153908	400c	f1
8153916	400e	00
8154192	4016	01
8154198	4016	00
8154395	4016	01
8154401	4016	00
8154598	4016	01
8154604	4016	00
8181075	4014	02
8182935	4000	71
8182943	4002	2d
8182962	4004	b8
8182970	4006	92
8182989	4008	8f
8182997	400a	fb
8183005	400b	01
8183013	400c	f0
8183021	400e	00
8183300	4016	01
8183306	4016	00
8183503	4016	01
8183509	4016	00
8183706	4016	01
8183712	4016	00
8210855	4014	02
8212689	4000	71
8212697	4002	2d
8212716	4004	b8
8212724	4006	92
8212743	4008	8f
8212751	400a	fb
8212759	400b	01
8212767	400c	f0
8212775	400e	00
8240636	4014	02
8242540	4000	71
8242548	4002	2d
8242567	4004	b8
8242575	4006	39
8242593	4007	02
8242601	4008	8f
8242609	400a	fb
8242617	400b	01
8242625	400c	f0
8242633	400e	00
8242899	4016	01
8242905	4016	00
8243102	4016	01
8243108	4016	00
8243305	4016	01
8243311	4016	00
8270415	4014	02
8272328	4000	71
8272336	4002	2d
8272355	4004	b7
8272363	4006	39
8272382	4008	8f
8272390	400a	fb
8272398	400b	01
8272406	400c	f0
8272414	400e	00
8272690	4016	01
8272696	4016	00
8272893	4016	01
8272899	4016	00
8273096	4016	01
8273102	4016	00
8300194	4014	02
8302068	4000	71
8302076	4002	2d
8302095	4004	b7
8302103	4006	39
8302122	4008	8f
8302130	400a	fb
8302138	400b	01
8302146	400c	f0
8302154	400e	00
8302430	4016	01
8302436	4016	00
8302633	4016	01
8302639	4016	00
8302836	4016	01
8302842	4016	00
8329976	4014	02
8331849	4000	71
8331857	4002	2d
8331876	4004	b7
8331884	4006	92
8331902	4007	01
8331910	4008	8f
8331918	400a	fb
8331926	400b	01
8331934	400c	f0
8331942	400e	00
8332218	4016	01
8332224	4016	00
8332421	4016	01
8332427	4016	00
8332624	4016	01
8332630	4016	00
8359755	4014	02
8362415	4000	7f
8362423	4002	52
8362442	4004	b7
8362450	4006	92
8362469	4008	8f
8362477	400a	fb
8362485	400b	01
8362493	400c	ff
8362501	400e	0e
8362780	4016	01
8362786	4016	00
8362983	4016	01
8362989	4016	00
8363186	4016	01
8363192	4016	00
8389534	4014	02
8391326	4000	7e
8391334	4002	52
8391353	4004	b7
8391361	4006	92
8391380	4008	80
8391388	400a	fb
8391396	400b	01
8391404	400c	fd
8391412	400e	02
8419315	4014	02
8421216	4000	7d
8421224	4002	52
8421243	4004	b6
8421251	4006	52
8421270	4008	80
8421278	400a	fb
8421286	400b	01
8421294	400c	fb
8421302	400e	05
8421571	4016	01
8421577	4016	00
8421774	4016	01
8421780	4016	00
8421977	4016	01
8421983	4016	00
8449096	4014	02
8450995	4000	7c
8451003	4002	52
8451022	4004	b6
8451030	4006	52
8451049	4008	80
8451057	400a	fb
8451065	400b	01
8451073	400c	f9
8451081	400e	08
8451360	4016	01
8451366	4016	00
8451563	4016	01
8451569	4016	00
8451766	4016	01
8451772	4016	00
8478876	4014	02
8480722	4000	7b
8480730	4002	52
8480749	4004	b6
8480757	4006	52
8480776	4008	80
8480784	400a	fb
8480792	400b	01
8480800	400c	f7
8480808	400e	05
8481085	4016	01
8481091	4016	00
8481288	4016	01
8481294	4016	00
8481491	4016	01
8481497	4016	00
8508655	4014	02
8510513	4000	7a
8510521	4002	52
8510540	4004	b6
8510548	4006	92
8510567	4008	80
8510575	400a	fb
8510583	400b	01
8510591	400c	f5
8510599	400e	08
8510876	4016	01
8510882	4016	00
8511079	4016	01
8511085	4016	00
8511282	4016	01
8511288	4016	00
8538434	4014	02
8540320	4000	79
8540328	4002	52
8540347	4004	b6
8540355	4006	92
8540374	4008	80
8540382	400a	fb
8540390	400b	01
8540398	400c	f3
8540406	400e	05
8540683	4016	01
8540689	4016	00
8540886	4016	01
8540892	4016	00
8541089	4016	01
8541095	4016	00
8568214	4014	02
8570637	4000	71
8570645	4002	52
8570664	4004	b6
8570672	4006	92
8570691	4008	8f
8570699	400a	fb
8570707	400b	01
8570715	400c	f1
8570723	400e	08
8597995	4014	02
8599924	4000	71
8599932	4002	52
8599951	4004	b5
8599959	4006	39
8599977	4007	02
8599985	4008	8f
8599993	400a	f7
8600001	400b	03
8600009	400c	f0
8600017	400e	05
8600289	4016	01
8600295	4016	00
8600492	4016	01
8600498	4016	00
8600695	4016	01
8600701	4016	00
8627775	4014	02
8629662	4000	71
8629670	4002	52
8629689	4004	b5
8629697	4006	39
8629716	4008	8f
8629724	400a	f7
8629732	400b	03
8629740	400c	f0
8629748	400e	08
8630025	4016	01
8630031	4016	00
8630228	4016	01
8630234	4016	00
8630431	4016	01
8630437	4016	00
8657556	4014	02
8659390	4000	71
8659398	4002	52
8659417	4004	b5
8659425	4006	39
8659444	4008	8f
8659452	400a	f7
8659460	400b	03
8659468	400c	f0
8659476	400e	05
8659756	4016	01
8659762	4016	00
8659959	4016	01
8659965	4016	00
8660162	4016	01
8660168	4016	00
8687335	4014	02
8689181	4000	71
8689189	4002	52
8689208	4004	b5
8689216	4006	92
8689234	4007	01
8689242	4008	8f
8689250	400a	f7
8689258	400b	03
8689266	400c	f0
8689274	400e	08
8689554	4016	01
8689560	4016	00
8689757	4016	01
8689763	4016	00
8689960	4016	01
8689966	4016	00
8717115	4014	02
8718989	4000	71
8718997	4002	52
8719016	4004	b5
8719024	4006	92
8719043	4008	8f
8719051	400a	f7
8719059	400b	03
8719067	400c	f0
8719075	400e	05
8719355	4016	01
8719361	4016	00
8719558	4016	01
8719564	4016	00
8719761	4016	01
8719767	4016	00
8746895	4014	02
8748741	4000	71
8748749	4002	52
8748768	4004	b4
8748776	4006	92
8748795	4008	8f
8748803	400a	f7
8748811	400b	03
8748819	400c	f0
8748827	400e	08
8776674	4014	02
8779348	4000	71
8779356	4002	52
8779375	4004	b4
8779383	4006	52
8779402	4008	8f
8779410	400a	c3
8779418	400b	01
8779426	400c	f8
8779434	400e	00
8779704	4016	01
8779710	4016	00
8779907	4016	01
8779913	4016	00
8780110	4016	01
8780116	4016	00
8806455	4014	02
8808315	4000	71
8808323	4002	52
8808342	4004	b4
8808350	4006	52
8808369	4008	8f
8808377	400a	88
8808385	400b	03
8808393	400c	f7
8808401	400e	00
8808681	4016	01
8808687	4016	00
8808884	4016	01
8808890	4016	00
8809087	4016	01
8809093	4016	00
8836236	4014	02
8838043	4000	71
8838051	4002	52
8838070	4004	b4
8838078	4006	52
8838097	4008	8f
8838105	400a	88
8838113	400b	03
8838121	400c	f6
8838129	400e	00
8838409	4016	01
8838415	4016	00
8838612	4016	01
8838618	4016	00
8838815	4016	01
8838821	4016	00
8866015	4014	02
8867861	4000	71
8867869	4002	52
8867888	4004	b4
8867896	4006	92
8867915	4008	8f
8867923	400a	88
8867931	400b	03
8867939	400c	f5
8867947	400e	00
8868224	4016	01
8868230	4016	00
8868427	4016	01
8868433	4016	00
8868630	4016	01
8868636	4016	00
8895794	4014	02
8897641	4000	71
8897649	4002	52
8897668	4004	b4
8897676	4006	92
8897695	4008	8f
8897703	400a	88
8897711	400b	03
8897719	400c	f4
8897727	400e	00
8898004	4016	01
8898010	4016	00
8898207	4016	01
8898213	4016	00
8898410	4016	01
8898416	4016	00
8925574	4014	02
8927420	4000	71
8927428	4002	52
8927447	4004	b3
8927455	4006	92
8927474	4008	8f
8927482	400a	88
8927490	400b	03
8927498	400c	f3
8927506	400e	00
8955356	4014	02
8957273	4000	71
8957281	4002	52
8957300	4004	b3
8957308	4006	39
8957326	4007	02
8957334	4008	8f
8957342	400a	88
8957350	400b	03
8957358	400c	f2
8957366	400e	00
8957633	4016	01
8957639	4016	00
8957836	4016	01
8957842	4016	00
8958039	4016	01
8958045	4016	00
8985134	4014	02
8987397	4000	71
8987405	4002	52
8987424	4004	b3
8987432	4006	39
8987451	4008	8f
8987459	400a	88
8987467	400b	03
8987475	400c	f1
8987483	400e	00
8987763	4016	01
8987769	4016	00
8987966	4016	01
8987972	4016	00
8988169	4016	01
8988175	4016	00
9014916	4014	02
9016762	4000	71
9016770	4002	52
9016789	4004	b3
9016797	4006	39
9016816	4008	80
9016824	400a	88
9016832	400b	03
9016840	400c	f0
9016848	400e	00
9017128	4016	01
9017134	4016	00
9017331	4016	01
9017337	4016	00
9017534	4016	01
9017540	4016	00
9044695	4014	02
9046634	4000	71
9046642	4002	52
9046661	4004	b3
9046669	4006	92
9046687	4007	01
9046695	4008	80
9046703	400a	88
9046711	400b	03
9046719	400c	f0
9046727	400e	00
9047006	4016	01
9047012	4016	00
9047209	4016	01
9047215	4016	00
9047412	4016	01
9047418	4016	00
9074474	4014	02
9076453	4000	71
9076461	4002	52
9076480	4004	b2
9076488	4006	92
9076507	4008	80
9076515	400a	88
9076523	400b	03
9076531	400c	f0
9076539	400e	00
9076815	4016	01
9076821	4016	00
9077018	4016	01
9077024	4016	00
9077221	4016	01
9077227	4016	00
9104256	4014	02
9106196	4000	71
9106204	4002	52
9106223	4004	b2
9106231	4006	92
9106250	4008	80
9106258	400a	88
9106266	400b	03
9106274	400c	f0
9106282	400e	00
9134034	4014	02
9135977	4000	71
9135985	4002	52
9136004	4004	b2
9136012	4006	52
9136031	4008	80
9136039	400a	88
9136047	400b	03
9136055	400c	f0
9136063	400e	00
9136334	4016	01
9136340	4016	00
9136537	4016	01
9136543	4016	00
9136740	4016	01
9136746	4016	00
9163814	4014	02
9165754	4000	71
9165762	4002	52
9165781	4004	b2
9165789	4006	52
9165808	4008	80
9165816	400a	88
9165824	400b	03
9165832	400c	f0
9165840	400e	00
9166116	4016	01
9166122	4016	00
9166319	4016	01
9166325	4016	00
9166522	4016	01
9166528	4016	00
9193596	4014	02
9196375	4000	7f
9196383	4002	c3
9196402	4004	b2
9196410	4006	52
9196429	4008	8f
9196437	400a	aa
9196445	400b	01
9196453	400c	f8
9196461	400e	03
9196737	4016	01
9196743	4016	00
9196940	4016	01
9196946	4016	00
9197143	4016	01
9197149	4016	00
9223374	4014	02
9225232	4000	7e
9225240	4002	c3
9225259	4004	b2
9225267	4006	92
9225286	4008	8f
9225294	400a	56
9225302	400b	03
9225310	400c	f7
9225318	400e	03
9225597	4016	01
9225603	4016	00
9225800	4016	01
9225806	4016	00
9226003	4016	01
9226009	4016	00
9253155	4014	02
9255080	4000	7d
9255088	4002	c3
9255107	4004	b1
9255115	4006	92
9255134	4008	8f
9255142	400a	56
9255150	400b	03
9255158	400c	f6
9255166	400e	03
9255442	4016	01
9255448	4016	00
9255645	4016	01
9255651	4016	00
9255848	4016	01
9255854	4016	00
9282934	4014	02
9284820	4000	7c
9284828	4002	c3
9284847	4004	b1
9284855	4006	92
9284874	4008	8f
9284882	400a	56
9284890	400b	03
9284898	400c	f5
9284906	400e	03
9312716	4014	02
9314632	4000	7b
9314640	4002	c3
9314659	4004	b1
9314667	4006	39
9314685	4007	02
9314693	4008	8f
9314701	400a	56
9314709	400b	03
9314717	400c	f4
9314725	400e	03
9314991	4016	01
9314997	4016	00
9315194	4016	01
9315200	4016	00
9315397	4016	01
9315403	4016	00
9342495	4014	02
9344381	4000	7a
9344389	4002	c3
9344408	4004	b1
9344416	4006	39
9344435	4008	8f
9344443	400a	56
9344451	400b	03
9344459	400c	f3
9344467	400e	03
9344743	4016	01
9344749	4016	00
9344946	4016	01
9344952	4016	00
9345149	4016	01
9345155	4016	00
9372274	4014	02
9374120	4000	79
9374128	4002	c3
9374147	4004	b1
9374155	4006	39
9374174	4008	8f
9374182	400a	56
9374190	400b	03
9374198	400c	f2
9374206	400e	03
9374485	4016	01
9374491	4016	00
9374688	4016	01
9374694	4016	00
9374891	4016	01
9374897	4016	00
9402055	4014	02
9404732	4000	71
9404740	4002	c3
9404759	4004	38
9404767	4006	39
9404786	4008	8f
9404794	400a	56
9404802	400b	03
9404810	400c	f1
9404818	400e	03
9405094	4016	01
9405100	4016	00
9405297	4016	01
9405303	4016	00
9405500	4016	01
9405506	4016	00
9431836	4014	02
9433814	4000	71
9433822	4002	c3
9433841	4004	37
9433849	4006	39
9433868	4008	8f
9433876	400a	56
9433884	400b	03
9433892	400c	f0
9433900	400e	03
9434176	4016	01
9434182	4016	00
9434379	4016	01
9434385	4016	00
9434582	4016	01
9434588	4016	00
9461614	4014	02
9463619	4000	71
9463627	4002	c3
9463646	4004	36
9463654	4006	39
9463673	4008	8f
9463681	400a	56
9463689	400b	03
9463697	400c	f0
9463705	400e	03
9491395	4014	02
9493404	4000	71
9493412	4002	c3
9493431	4004	35
9493439	4006	39
9493458	4008	8f
9493466	400a	56
9493474	400b	03
9493482	400c	f0
9493490	400e	03
9493756	4016	01
9493762	4016	00
9493959	4016	01
9493965	4016	00
9494162	4016	01
9494168	4016	00
9521176	4014	02
9523181	4000	71
9523189	4002	c3
9523208	4004	34
9523216	4006	39
9523235	4008	8f
9523243	400a	56
9523251	400b	03
9523259	400c	f0
9523267	400e	03
9523543	4016	01
9523549	4016	00
9523746	4016	01
9523752	4016	00
9523949	4016	01
9523955	4016	00
9550954	4014	02
9552959	4000	71
9552967	4002	c3
9552986	4004	33
9552994	4006	39
9553013	4008	8f
9553021	400a	56
9553029	400b	03
9553037	400c	f0
9553045	400e	03
9553324	4016	01
9553330	4016	00
9553527	4016	01
9553533	4016	00
9553730	4016	01
9553736	4016	00
9580735	4014	02
9582740	4000	71
9582748	4002	c3
9582767	4004	32
9582775	4006	39
9582794	4008	8f
9582802	400a	56
9582810	400b	03
9582818	400c	f0
9582826	400e	03
9583105	4016	01
9583111	4016	00
9583308	4016	01
9583314	4016	00
9583511	4016	01
9583517	4016	00
9610516	4014	02
9613615	4000	7f
9613623	4002	92
9613642	4004	38
9613650	4006	5b
9613669	4008	8f
9613677	400a	d4
9613685	400b	00
9613693	400c	f8
9613701	400e	00
9613981	4016	01
9613987	4016	00
9614184	4016	01
9614190	4016	00
9614387	4016	01
9614393	4016	00
9640294	4014	02
9642192	4000	7e
9642200	4002	92
9642219	4004	37
9642227	4006	5b
9642246	4008	8f
9642254	400a	aa
9642262	400b	01
9642270	400c	f7
9642278	400e	00
9670075	4014	02
9671964	4000	7d
9671972	4002	92
9671991	4004	36
9671999	4006	5b
9672018	4008	8f
9672026	400a	aa
9672034	400b	01
9672042	400c	f6
9672050	400e	00
9672317	4016	01
9672323	4016	00
9672520	4016	01
9672526	4016	00
9672723	4016	01
9672729	4016	00
9699854	4014	02
9701739	4000	7c
9701747	4002	92
9701766	4004	35
9701774	4006	5b
9701793	4008	8f
9701801	400a	aa
9701809	400b	01
9701817	400c	f5
9701825	400e	00
9702105	4016	01
9702111	4016	00
9702308	4016	01
9702314	4016	00
9702511	4016	01
9702517	4016	00
9729636	4014	02
9731521	4000	7b
9731529	4002	92
9731548	4004	34
9731556	4006	5b
9731575	4008	8f
9731583	400a	aa
9731591	400b	01
9731599	400c	f4
9731607	400e	00
9731887	4016	01
9731893	4016	00
9732090	4016	01
9732096	4016	00
9732293	4016	01
9732299	4016	00
9759415	4014	02
9761300	4000	7a
9761308	4002	92
9761327	4004	33
9761335	4006	5b
9761354	4008	8f
9761362	400a	aa
9761370	400b	01
9761378	400c	f3
9761386	400e	00
9761663	4016	01
9761669	4016	00
9761866	4016	01
9761872	4016	00
9762069	4016	01
9762075	4016	00
9789194	4014	02
9791079	4000	79
9791087	4002	92
9791106	4004	32
9791114	4006	5b
9791133	4008	8f
9791141	400a	aa
9791149	400b	01
9791157	400c	f2
9791165	400e	00
9791445	4016	01
9791451	4016	00
9791648	4016	01
9791654	4016	00
9791851	4016	01
9791857	4016	00
9818976	4014	02
9821507	4000	70
9821515	4002	92
9821534	4004	31
9821542	4006	5b
9821561	4008	8f
9821569	400a	aa
9821577	400b	01
9821585	400c	f1
9821593	400e	00
9848755	4014	02
9850640	4000	70
9850648	4002	92
9850667	4004	30
9850675	4006	5b
9850694	4008	80
9850702	400a	aa
9850710	400b	01
9850718	400c	f0
9850726	400e	00
9850996	4016	01
9851002	4016	00
9851199	4016	01
9851205	4016	00
9851402	4016	01
9851408	4016	00
9878536	4014	02
9880498	4000	70
9880506	4002	92
9880525	4004	30
9880533	4006	5b
9880552	4008	80
9880560	400a	aa
9880568	400b	01
9880576	400c	f0
9880584	400e	00
9880861	4016	01
9880867	4016	00
9881064	4016	01
9881070	4016	00
9881267	4016	01
9881273	4016	00
9908314	4014	02
9910276	4000	70
9910284	4002	92
9910303	4004	30
9910311	4006	5b
9910330	4008	80
9910338	400a	aa
9910346	400b	01
9910354	400c	f0
9910362	400e	00
9910642	4016	01
9910648	4016	00
9910845	4016	01
9910851	4016	00
9911048	4016	01
9911054	4016	00
9938095	4014	02
9940057	4000	70
9940065	4002	92
9940084	4004	30
9940092	4006	5b
9940111	4008	80
9940119	400a	aa
9940127	400b	01
9940135	400c	f0
9940143	400e	00
9940423	4016	01
9940429	4016	00
9940626	4016	01
9940632	4016	00
9940829	4016	01
9940835	4016	00
9967876	4014	02
9969838	4000	70
9969846	4002	92
9969865	4004	30
9969873	4006	5b
9969892	4008	80
9969900	400a	aa
9969908	400b	01
9969916	400c	f0
9969924	400e	00
9970204	4016	01
9970210	4016	00
9970407	4016	01
9970413	4016	00
9970610	4016	01
9970616	4016	00
9997654	4014	02
9999616	4000	70
9999624	4002	92
9999643	4004	30
9999651	4006	5b
9999670	4008	80
9999678	400a	aa
9999686	400b	01
9999694	400c	f0
9999702	400e	00
10027435	4014	02
10030575	4000	7f
10030583	4002	fb
10030602	4004	38
10030610	4006	39
10030629	4008	8f
10030637	400a	92
10030645	400b	01
10030653	400c	ff
10030661	400e	0e
10030933	4016	01
10030939	4016	00
10031136	4016	01
10031142	4016	00
10031339	4016	01
10031345	4016	00
10057216	4014	02
10059113	4000	7e
10059121	4002	fb
10059140	4004	37
10059148	4006	39
10059167	4008	8f
10059175	400a	26
10059183	400b	03
10059191	400c	fd
10059199	400e	02
10059479	4016	01
10059485	4016	00
10059682	4016	01
10059688	4016	00
10059885	4016	01
10059891	4016	00
10086995	4014	02
10088919	4000	7d
10088927	4002	fb
10088946	4004	36
10088954	4006	39
10088973	4008	8f
10088981	400a	26
10088989	400b	03
10088997	400c	fb
10089005	400e	05
10089282	4016	01
10089288	4016	00
10089485	4016	01
10089491	4016	00
10089688	4016	01
10089694	4016	00
10116774	4014	02
10118698	4000	7c
10118706	4002	fb
10118725	4004	35
10118733	4006	39
10118752	4008	8f
10118760	400a	26
10118768	400b	03
10118776	400c	f9
10118784	400e	08
10119061	4016	01
10119067	4016	00
10119264	4016	01
10119270	4016	00
10119467	4016	01
10119473	4016	00
10146556	4014	02
10148507	4000	7b
10148515	4002	fb
10148534	4004	34
10148542	4006	39
10148561	4008	8f
10148569	400a	26
10148577	400b	03
10148585	400c	f7
10148593	400e	05
10148873	4016	01
10148879	4016	00
10149076	4016	01
10149082	4016	00
10149279	4016	01
10149285	4016	00
10176335	4014	02
10178259	4000	7a
10178267	4002	fb
10178286	4004	33
10178294	4006	39
10178313	4008	8f
10178321	400a	26
10178329	400b	03
10178337	400c	f5
10178345	400e	08
10206115	4014	02
10208070	4000	79
10208078	4002	fb
