# qlnes-spike-trace v0
# columns: cpu_cycle	addr_hex	value_hex
13127000	4016	00
13127197	4016	01
13127203	4016	00
13154334	4014	02
13156677	4000	70
13156685	4002	5b
13156704	4004	31
13156712	4006	a5
13156731	4008	8f
13156739	400a	7b
13156747	400b	01
13156755	400c	f1
13156763	400e	00
13157043	4016	01
13157049	4016	00
13157246	4016	01
13157252	4016	00
13157449	4016	01
13157455	4016	00
13184115	4014	02
13186023	4000	70
13186031	4002	5b
13186050	4004	30
13186058	4006	a5
13186077	4008	80
13186085	400a	7b
13186093	400b	01
13186101	400c	f0
13186109	400e	00
13186386	4016	01
13186392	4016	00
13186589	4016	01
13186595	4016	00
13186792	4016	01
13186798	4016	00
13213896	4014	02
13215885	4000	70
13215893	4002	5b
13215912	4004	30
13215920	4006	a5
13215939	4008	80
13215947	400a	7b
13215955	400b	01
13215963	400c	f0
13215971	400e	00
13243674	4014	02
13245667	4000	70
13245675	4002	5b
13245694	4004	30
13245702	4006	a5
13245721	4008	80
13245729	400a	7b
13245737	400b	01
13245745	400c	f0
13245753	400e	00
13246023	4016	01
13246029	4016	00
13246226	4016	01
13246232	4016	00
13246429	4016	01
13246435	4016	00
13273455	4014	02
13275444	4000	70
13275452	4002	5b
13275471	4004	30
13275479	4006	a5
13275498	4008	80
13275506	400a	7b
13275514	400b	01
13275522	400c	f0
13275530	400e	00
13275807	4016	01
13275813	4016	00
13276010	4016	01
13276016	4016	00
13276213	4016	01
13276219	4016	00
13303236	4014	02
13305225	4000	70
13305233	4002	5b
13305252	4004	30
13305260	4006	a5
13305279	4008	80
13305287	400a	7b
13305295	400b	01
13305303	400c	f0
13305311	400e	00
13305591	4016	01
13305597	4016	00
13305794	4016	01
13305800	4016	00
13305997	4016	01
13306003	4016	00
13333014	4014	02
13335003	4000	70
13335011	4002	5b
13335030	4004	30
13335038	4006	a5
13335057	4008	80
13335065	400a	7b
13335073	400b	01
13335081	400c	f0
13335089	400e	00
13335369	4016	01
13335375	4016	00
13335572	4016	01
13335578	4016	00
13335775	4016	01
13335781	4016	00
13362795	4014	02
13365972	4000	b2
13365980	4002	56
13365998	4003	03
13366006	4004	38
13366014	4006	5b
13366033	4008	8f
13366041	400a	fb
13366049	400b	01
13366057	400c	ff
13366065	400e	0e
13366342	4016	01
13366348	4016	00
13366545	4016	01
13366551	4016	00
13366748	4016	01
13366754	4016	00
13392574	4014	02
13394471	4000	b2
13394479	4002	26
13394498	4004	37
13394506	4006	5b
13394525	4008	8f
13394533	400a	f7
13394541	400b	03
13394549	400c	fd
13394557	400e	02
13422354	4014	02
13424282	4000	b2
13424290	4002	f8
13424308	4003	02
13424316	4004	36
13424324	4006	5b
13424343	4008	8f
13424351	400a	f7
13424359	400b	03
13424367	400c	fb
13424375	400e	05
13424647	4016	01
13424653	4016	00
13424850	4016	01
13424856	4016	00
13425053	4016	01
13425059	4016	00
13452136	4014	02
13454060	4000	b2
13454068	4002	ce
13454087	4004	35
13454095	4006	5b
13454114	4008	8f
13454122	400a	f7
13454130	400b	03
13454138	400c	f9
13454146	400e	08
13454426	4016	01
13454432	4016	00
13454629	4016	01
13454635	4016	00
13454832	4016	01
13454838	4016	00
13481915	4014	02
13483866	4000	b2
13483874	4002	a5
13483893	4004	34
13483901	4006	5b
13483920	4008	8f
13483928	400a	f7
13483936	400b	03
13483944	400c	f7
13483952	400e	05
13484232	4016	01
13484238	4016	00
13484435	4016	01
13484441	4016	00
13484638	4016	01
13484644	4016	00
13511694	4014	02
13513618	4000	b2
13513626	4002	7f
13513645	4004	33
13513653	4006	5b
13513672	4008	8f
13513680	400a	f7
13513688	400b	03
13513696	400c	f5
13513704	400e	08
13513981	4016	01
13513987	4016	00
13514184	4016	01
13514190	4016	00
13514387	4016	01
13514393	4016	00
13541476	4014	02
13543427	4000	b2
13543435	4002	5b
13543454	4004	32
13543462	4006	5b
13543481	4008	8f
13543489	400a	f7
13543497	400b	03
13543505	400c	f3
13543513	400e	05
13543793	4016	01
13543799	4016	00
13543996	4016	01
13544002	4016	00
13544199	4016	01
13544205	4016	00
13571255	4014	02
13573711	4000	b2
13573719	4002	39
13573738	4004	31
13573746	4006	5b
13573765	4008	8f
13573773	400a	f7
13573781	400b	03
13573789	400c	f1
13573797	400e	08
13601034	4014	02
13602989	4000	b2
13602997	4002	19
13603016	4004	30
13603024	4006	5b
13603043	4008	8f
13603051	400a	f7
13603059	400b	03
13603067	400c	f0
13603075	400e	05
13603347	4016	01
13603353	4016	00
13603550	4016	01
13603556	4016	00
13603753	4016	01
13603759	4016	00
13630815	4014	02
13632793	4000	b2
13632801	4002	fb
13632819	4003	01
13632827	4004	30
13632835	4006	5b
13632854	4008	8f
13632862	400a	f7
13632870	400b	03
13632878	400c	f0
13632886	400e	08
13633162	4016	01
13633168	4016	00
13633365	4016	01
13633371	4016	00
13633568	4016	01
13633574	4016	00
13660594	4014	02
13662599	4000	b2
13662607	4002	de
13662626	4004	30
13662634	4006	5b
13662653	4008	8f
13662661	400a	f7
13662669	400b	03
13662677	400c	f0
13662685	400e	05
13662961	4016	01
13662967	4016	00
13663164	4016	01
13663170	4016	00
13663367	4016	01
13663373	4016	00
13690375	4014	02
13692353	4000	b2
13692361	4002	c3
13692380	4004	30
13692388	4006	5b
13692407	4008	8f
13692415	400a	f7
13692423	400b	03
13692431	400c	f0
13692439	400e	08
13692715	4016	01
13692721	4016	00
13692918	4016	01
13692924	4016	00
13693121	4016	01
13693127	4016	00
13720156	4014	02
13722161	4000	b2
13722169	4002	aa
13722188	4004	30
13722196	4006	5b
13722215	4008	8f
13722223	400a	f7
13722231	400b	03
13722239	400c	f0
13722247	400e	05
13722526	4016	01
13722532	4016	00
13722729	4016	01
13722735	4016	00
13722932	4016	01
13722938	4016	00
13749934	4014	02
13751912	4000	b2
13751920	4002	92
13751939	4004	30
13751947	4006	5b
13751966	4008	8f
13751974	400a	f7
13751982	400b	03
13751990	400c	f0
13751998	400e	08
13779715	4014	02
13782640	4000	b2
13782648	4002	7b
13782667	4004	38
13782675	4006	fb
13782693	4007	01
13782701	4008	8f
13782709	400a	19
13782717	400b	02
13782725	400c	f8
13782733	400e	00
13783004	4016	01
13783010	4016	00
13783207	4016	01
13783213	4016	00
13783410	4016	01
13783416	4016	00
13809494	4014	02
13811392	4000	b2
13811400	4002	66
13811419	4004	37
13811427	4006	fb
13811446	4008	8f
13811454	400a	34
13811462	400b	04
13811470	400c	f7
13811478	400e	00
13811754	4016	01
13811760	4016	00
13811957	4016	01
13811963	4016	00
13812160	4016	01
13812166	4016	00
13839276	4014	02
13841161	4000	b2
13841169	4002	52
13841188	4004	36
13841196	4006	fb
13841215	4008	8f
13841223	400a	34
13841231	400b	04
13841239	400c	f6
13841247	400e	00
13841523	4016	01
13841529	4016	00
13841726	4016	01
13841732	4016	00
13841929	4016	01
13841935	4016	00
13869054	4014	02
13870939	4000	b2
13870947	4002	3f
13870966	4004	35
13870974	4006	fb
13870993	4008	8f
13871001	400a	34
13871009	400b	04
13871017	400c	f5
13871025	400e	00
13871304	4016	01
13871310	4016	00
13871507	4016	01
13871513	4016	00
13871710	4016	01
13871716	4016	00
13898835	4014	02
13900720	4000	b2
13900728	4002	2d
13900747	4004	34
13900755	4006	fb
13900774	4008	8f
13900782	400a	34
13900790	400b	04
13900798	400c	f4
13900806	400e	00
13901085	4016	01
13901091	4016	00
13901288	4016	01
13901294	4016	00
13901491	4016	01
13901497	4016	00
13928616	4014	02
13930501	4000	b2
13930509	4002	1c
13930528	4004	33
13930536	4006	fb
13930555	4008	8f
13930563	400a	34
13930571	400b	04
13930579	400c	f3
13930587	400e	00
13958395	4014	02
13960284	4000	b2
13960292	4002	0c
13960311	4004	32
13960319	4006	fb
13960338	4008	8f
13960346	400a	34
13960354	400b	04
13960362	400c	f2
13960370	400e	00
13960641	4016	01
13960647	4016	00
13960844	4016	01
13960850	4016	00
13961047	4016	01
13961053	4016	00
13988175	4014	02
13990706	4000	b2
13990714	4002	fd
13990732	4003	00
13990740	4004	31
13990748	4006	fb
13990767	4008	8f
13990775	400a	34
13990783	400b	04
13990791	400c	ff
13990799	400e	0e
13991075	4016	01
13991081	4016	00
13991278	4016	01
13991284	4016	00
13991481	4016	01
13991487	4016	00
14017955	4014	02
14019852	4000	b2
14019860	4002	ee
14019879	4004	30
14019887	4006	fb
14019906	4008	80
14019914	400a	34
14019922	400b	04
14019930	400c	fd
14019938	400e	02
14020214	4016	01
14020220	4016	00
14020417	4016	01
14020423	4016	00
14020620	4016	01
14020626	4016	00
14047736	4014	02
14049687	4000	b2
14049695	4002	e1
14049714	4004	30
14049722	4006	fb
14049741	4008	80
14049749	400a	34
14049757	400b	04
14049765	400c	fb
14049773	400e	05
14050049	4016	01
14050055	4016	00
14050252	4016	01
14050258	4016	00
14050455	4016	01
14050461	4016	00
14077514	4014	02
14079465	4000	b2
14079473	4002	d4
14079492	4004	30
14079500	4006	fb
14079519	4008	80
14079527	400a	34
14079535	400b	04
14079543	400c	f9
14079551	400e	08
14079830	4016	01
14079836	4016	00
14080033	4016	01
14080039	4016	00
14080236	4016	01
14080242	4016	00
14107295	4014	02
14109273	4000	b2
14109281	4002	c8
14109300	4004	30
14109308	4006	fb
14109327	4008	80
14109335	400a	34
14109343	400b	04
14109351	400c	f7
14109359	400e	05
14137076	4014	02
14139031	4000	b2
14139039	4002	bd
14139058	4004	30
14139066	4006	fb
14139085	4008	80
14139093	400a	34
14139101	400b	04
14139109	400c	f5
14139117	400e	08
14139383	4016	01
14139389	4016	00
14139586	4016	01
14139592	4016	00
14139789	4016	01
14139795	4016	00
14166854	4014	02
14168832	4000	b2
14168840	4002	b2
14168859	4004	30
14168867	4006	fb
14168886	4008	80
14168894	400a	34
14168902	400b	04
14168910	400c	f3
14168918	400e	05
14169197	4016	01
14169203	4016	00
14169400	4016	01
14169406	4016	00
14169603	4016	01
14169609	4016	00
14196635	4014	02
14199845	4000	7f
14199853	4002	7f
14199871	4003	02
14199879	4004	bc
14199887	4006	7f
14199905	4007	02
14199913	4008	8f
14199921	400a	39
14199929	400b	02
14199937	400c	f8
14199945	400e	03
14200222	4016	01
14200228	4016	00
14200425	4016	01
14200431	4016	00
14200628	4016	01
14200634	4016	00
14226415	4014	02
14228314	4000	7e
14228322	4002	7f
14228341	4004	bc
14228349	4006	7f
14228368	4008	8f
14228376	400a	74
14228384	400b	04
14228392	400c	f7
14228400	400e	03
14228680	4016	01
14228686	4016	00
14228883	4016	01
14228889	4016	00
14229086	4016	01
14229092	4016	00
14256196	4014	02
14258042	4000	7d
14258050	4002	7f
14258069	4004	bc
14258077	4006	7f
14258096	4008	8f
14258104	400a	74
14258112	400b	04
14258120	400c	f6
14258128	400e	03
14258405	4016	01
14258411	4016	00
14258608	4016	01
14258614	4016	00
14258811	4016	01
14258817	4016	00
14285975	4014	02
14287899	4000	7c
14287907	4002	7f
14287926	4004	bb
14287934	4006	c3
14287952	4007	01
14287960	4008	8f
14287968	400a	74
14287976	400b	04
14287984	400c	f5
14287992	400e	03
14315754	4014	02
14317684	4000	7b
14317692	4002	7f
14317711	4004	bb
14317719	4006	c3
14317738	4008	8f
14317746	400a	74
14317754	400b	04
14317762	400c	f4
14317770	400e	03
14318037	4016	01
14318043	4016	00
14318240	4016	01
14318246	4016	00
14318443	4016	01
14318449	4016	00
14345535	4014	02
14347381	4000	7a
14347389	4002	7f
14347408	4004	bb
14347416	4006	c3
14347435	4008	8f
14347443	400a	74
14347451	400b	04
14347459	400c	f3
14347467	400e	03
14347744	4016	01
14347750	4016	00
14347947	4016	01
14347953	4016	00
14348150	4016	01
14348156	4016	00
14375314	4014	02
14377199	4000	79
14377207	4002	7f
14377226	4004	bb
14377234	4006	52
14377253	4008	8f
14377261	400a	74
14377269	400b	04
14377277	400c	f2
14377285	400e	03
14377562	4016	01
14377568	4016	00
14377765	4016	01
14377771	4016	00
14377968	4016	01
14377974	4016	00
14405096	4014	02
14407514	4000	71
14407522	4002	7f
14407541	4004	bb
14407549	4006	52
14407568	4008	8f
14407576	400a	74
14407584	400b	04
14407592	400c	f1
14407600	400e	03
14407877	4016	01
14407883	4016	00
14408080	4016	01
14408086	4016	00
14408283	4016	01
14408289	4016	00
14434874	4014	02
14436747	4000	71
14436755	4002	7f
14436774	4004	bb
14436782	4006	52
14436801	4008	8f
14436809	400a	74
14436817	400b	04
14436825	400c	f0
14436833	400e	03
14437113	4016	01
14437119	4016	00
14437316	4016	01
14437322	4016	00
14437519	4016	01
14437525	4016	00
14464656	4014	02
14466634	4000	71
14466642	4002	7f
14466661	4004	ba
14466669	4006	c3
14466688	4008	8f
14466696	400a	74
14466704	400b	04
14466712	400c	f0
14466720	400e	03
14494434	4014	02
14496418	4000	71
14496426	4002	7f
14496445	4004	ba
14496453	4006	c3
14496472	4008	8f
14496480	400a	74
14496488	400b	04
14496496	400c	f0
14496504	400e	03
14496774	4016	01
14496780	4016	00
14496977	4016	01
14496983	4016	00
14497180	4016	01
14497186	4016	00
14524215	4014	02
14526115	4000	71
14526123	4002	7f
14526142	4004	ba
14526150	4006	c3
14526169	4008	8f
14526177	400a	74
14526185	400b	04
14526193	400c	f0
14526201	400e	03
14526481	4016	01
14526487	4016	00
14526684	4016	01
14526690	4016	00
14526887	4016	01
14526893	4016	00
14553994	4014	02
14555960	4000	71
14555968	4002	7f
14555987	4004	ba
14555995	4006	7f
14556013	4007	02
14556021	4008	8f
14556029	400a	74
14556037	400b	04
14556045	400c	f0
14556053	400e	03
14556333	4016	01
14556339	4016	00
14556536	4016	01
14556542	4016	00
14556739	4016	01
14556745	4016	00
14583774	4014	02
14585714	4000	71
14585722	4002	7f
14585741	4004	ba
14585749	4006	7f
14585768	4008	8f
14585776	400a	74
14585784	400b	04
14585792	400c	f0
14585800	400e	03
14586080	4016	01
14586086	4016	00
14586283	4016	01
14586289	4016	00
14586486	4016	01
14586492	4016	00
14613554	4014	02
14615959	4000	71
14615967	4002	7f
14615986	4004	b9
14615994	4006	7f
14616013	4008	8f
14616021	400a	74
14616029	400b	04
14616037	400c	f8
14616045	400e	00
14616322	4016	01
14616328	4016	00
14616525	4016	01
14616531	4016	00
14616728	4016	01
14616734	4016	00
14643334	4014	02
14645286	4000	71
14645294	4002	7f
14645313	4004	b9
14645321	4006	c3
14645339	4007	01
14645347	4008	8f
14645355	400a	74
14645363	400b	04
14645371	400c	f7
14645379	400e	00
14673114	4014	02
14675031	4000	71
14675039	4002	7f
14675058	4004	b9
14675066	4006	c3
14675085	4008	8f
14675093	400a	74
14675101	400b	04
14675109	400c	f6
14675117	400e	00
14675387	4016	01
14675393	4016	00
14675590	4016	01
14675596	4016	00
14675793	4016	01
14675799	4016	00
14702894	4014	02
14704767	4000	71
14704775	4002	7f
14704794	4004	b9
14704802	4006	c3
14704821	4008	8f
14704829	400a	74
14704837	400b	04
14704845	400c	f5
14704853	400e	00
14705133	4016	01
14705139	4016	00
14705336	4016	01
14705342	4016	00
14705539	4016	01
14705545	4016	00
14732676	4014	02
14734588	4000	71
14734596	4002	7f
14734615	4004	b9
14734623	4006	52
14734642	4008	8f
14734650	400a	74
14734658	400b	04
14734666	400c	f4
14734674	400e	00
14734954	4016	01
14734960	4016	00
14735157	4016	01
14735163	4016	00
14735360	4016	01
14735366	4016	00
14762455	4014	02
14764368	4000	71
14764376	4002	7f
14764395	4004	b9
14764403	4006	52
14764422	4008	8f
14764430	400a	74
14764438	400b	04
14764446	400c	f3
14764454	400e	00
14764733	4016	01
14764739	4016	00
14764936	4016	01
14764942	4016	00
14765139	4016	01
14765145	4016	00
14792234	4014	02
14794146	4000	71
14794154	4002	7f
14794173	4004	b8
14794181	4006	52
14794200	4008	8f
14794208	400a	74
14794216	400b	04
14794224	400c	f2
14794232	400e	00
14794511	4016	01
14794517	4016	00
14794714	4016	01
14794720	4016	00
14794917	4016	01
14794923	4016	00
14822015	4014	02
14824550	4000	71
14824558	4002	7f
14824577	4004	b8
14824585	4006	c3
14824604	4008	8f
14824612	400a	1c
14824620	400b	01
14824628	400c	f1
14824636	400e	00
14851795	4014	02
14853659	4000	71
14853667	4002	7f
14853686	4004	b8
14853694	4006	c3
14853713	4008	8f
14853721	400a	39
14853729	400b	02
14853737	400c	f0
14853745	400e	00
14854014	4016	01
14854020	4016	00
14854217	4016	01
14854223	4016	00
14854420	4016	01
14854426	4016	00
14881575	4014	02
14883409	4000	71
14883417	4002	7f
14883436	4004	b8
14883444	4006	c3
14883463	4008	8f
14883471	400a	39
14883479	400b	02
14883487	400c	f0
14883495	400e	00
14883774	4016	01
14883780	4016	00
14883977	4016	01
14883983	4016	00
14884180	4016	01
14884186	4016	00
14911356	4014	02
14913256	4000	71
14913264	4002	7f
14913283	4004	b8
14913291	4006	7f
14913309	4007	02
14913317	4008	8f
14913325	400a	39
14913333	400b	02
14913341	400c	f0
14913349	400e	00
14913625	4016	01
14913631	4016	00
14913828	4016	01
14913834	4016	00
14914031	4016	01
14914037	4016	00
14941135	4014	02
14943048	4000	71
14943056	4002	7f
14943075	4004	b7
14943083	4006	7f
14943102	4008	8f
14943110	400a	39
14943118	400b	02
14943126	400c	f0
14943134	400e	00
14943410	4016	01
14943416	4016	00
14943613	4016	01
14943619	4016	00
14943816	4016	01
14943822	4016	00
14970914	4014	02
14972788	4000	71
14972796	4002	7f
14972815	4004	b7
14972823	4006	7f
14972842	4008	8f
14972850	400a	39
14972858	400b	02
14972866	400c	f0
14972874	400e	00
14973150	4016	01
14973156	4016	00
14973353	4016	01
14973359	4016	00
14973556	4016	01
14973562	4016	00
15000696	4014	02
15002569	4000	71
15002577	4002	7f
15002596	4004	b7
15002604	4006	c3
15002622	4007	01
15002630	4008	8f
15002638	400a	39
15002646	400b	02
15002654	400c	f0
15002662	400e	00
15030475	4014	02
15033102	4000	7f
15033110	4002	fb
15033128	4003	01
15033136	4004	b7
15033144	4006	c3
15033163	4008	8f
15033171	400a	39
15033179	400b	02
15033187	400c	ff
15033195	400e	0e
15033466	4016	01
15033472	4016	00
15033669	4016	01
15033675	4016	00
15033872	4016	01
15033878	4016	00
15060256	4014	02
15062048	4000	7e
15062056	4002	fb
15062075	4004	b7
15062083	4006	c3
15062102	4008	80
15062110	400a	39
15062118	400b	02
15062126	400c	fd
15062134	400e	02
15062410	4016	01
15062416	4016	00
15062613	4016	01
15062619	4016	00
15062816	4016	01
15062822	4016	00
15090034	4014	02
15091931	4000	7d
15091939	4002	fb
15091958	4004	b6
15091966	4006	52
15091985	4008	80
15091993	400a	39
15092001	400b	02
15092009	400c	fb
15092017	400e	05
15092293	4016	01
15092299	4016	00
15092496	4016	01
15092502	4016	00
15092699	4016	01
15092705	4016	00
15119815	4014	02
15121714	4000	7c
15121722	4002	fb
15121741	4004	b6
15121749	4006	52
15121768	4008	80
15121776	400a	39
15121784	400b	02
15121792	400c	f9
15121800	400e	08
15122076	4016	01
15122082	4016	00
15122279	4016	01
15122285	4016	00
15122482	4016	01
15122488	4016	00
15149595	4014	02
15151441	4000	7b
15151449	4002	fb
15151468	4004	b6
15151476	4006	52
15151495	4008	80
15151503	400a	39
15151511	400b	02
15151519	400c	f7
15151527	400e	05
15151806	4016	01
15151812	4016	00
15152009	4016	01
15152015	4016	00
15152212	4016	01
15152218	4016	00
15179376	4014	02
15181234	4000	7a
15181242	4002	fb
15181261	4004	b6
15181269	4006	c3
15181288	4008	80
15181296	400a	39
15181304	400b	02
15181312	400c	f5
15181320	400e	08
15209154	4014	02
15211044	4000	79
15211052	4002	fb
15211071	4004	b6
15211079	4006	c3
15211098	4008	80
15211106	400a	39
15211114	400b	02
15211122	400c	f3
15211130	400e	05
15211396	4016	01
15211402	4016	00
15211599	4016	01
15211605	4016	00
15211802	4016	01
15211808	4016	00
15238936	4014	02
15241396	4000	71
15241404	4002	fb
15241423	4004	b6
15241431	4006	c3
15241450	4008	8f
15241458	400a	39
15241466	400b	02
15241474	400c	f1
15241482	400e	08
15241758	4016	01
15241764	4016	00
15241961	4016	01
15241967	4016	00
15242164	4016	01
15242170	4016	00
15268716	4014	02
15270667	4000	71
15270675	4002	fb
15270694	4004	b5
15270702	4006	7f
15270720	4007	02
15270728	4008	8f
15270736	400a	74
15270744	400b	04
15270752	400c	f0
15270760	400e	05
15271036	4016	01
15271042	4016	00
15271239	4016	01
15271245	4016	00
15271442	4016	01
15271448	4016	00
15298495	4014	02
15300448	4000	71
15300456	4002	fb
15300475	4004	b5
15300483	4006	7f
15300502	4008	8f
15300510	400a	74
15300518	400b	04
15300526	400c	f0
15300534	400e	08
15300813	4016	01
15300819	4016	00
15301016	4016	01
15301022	4016	00
15301219	4016	01
15301225	4016	00
15328275	4014	02
15330175	4000	71
15330183	4002	fb
15330202	4004	b5
15330210	4006	7f
15330229	4008	8f
15330237	400a	74
15330245	400b	04
15330253	400c	f0
15330261	400e	05
15330538	4016	01
15330544	4016	00
15330741	4016	01
15330747	4016	00
15330944	4016	01
15330950	4016	00
15358054	4014	02
15359966	4000	71
15359974	4002	fb
15359993	4004	b5
15360001	4006	c3
15360019	4007	01
15360027	4008	8f
15360035	400a	74
15360043	400b	04
15360051	400c	f0
15360059	400e	08
15387834	4014	02
15389778	4000	71
15389786	4002	fb
15389805	4004	b5
15389813	4006	c3
15389832	4008	8f
15389840	400a	74
15389848	400b	04
15389856	400c	f0
15389864	400e	05
15390134	4016	01
15390140	4016	00
15390337	4016	01
15390343	4016	00
15390540	4016	01
15390546	4016	00
15417614	4014	02
15419526	4000	71
15419534	4002	fb
15419553	4004	b4
15419561	4006	c3
15419580	4008	8f
15419588	400a	74
15419596	400b	04
15419604	400c	f0
15419612	400e	08
15419889	4016	01
15419895	4016	00
15420092	4016	01
15420098	4016	00
15420295	4016	01
15420301	4016	00
15447396	4014	02
15450103	4000	71
15450111	4002	fb
15450130	4004	b4
15450138	4006	52
15450157	4008	8f
15450165	400a	7f
15450173	400b	02
15450181	400c	f8
15450189	400e	00
15450469	4016	01
15450475	4016	00
15450672	4016	01
15450678	4016	00
15450875	4016	01
15450881	4016	00
15477175	4014	02
15479035	4000	71
15479043	4002	fb
15479062	4004	b4
15479070	4006	52
15479089	4008	8f
15479097	400a	00
15479105	400b	05
15479113	400c	f7
15479121	400e	00
15479398	4016	01
15479404	4016	00
15479601	4016	01
15479607	4016	00
15479804	4016	01
15479810	4016	00
15506956	4014	02
15508763	4000	71
15508771	4002	fb
15508790	4004	b4
15508798	4006	52
15508817	4008	8f
15508825	400a	00
15508833	400b	05
15508841	400c	f6
15508849	400e	00
15509126	4016	01
15509132	4016	00
15509329	4016	01
15509335	4016	00
15509532	4016	01
15509538	4016	00
15536735	4014	02
15538581	4000	71
15538589	4002	fb
15538608	4004	b4
15538616	4006	c3
15538635	4008	8f
15538643	400a	00
15538651	400b	05
15538659	400c	f5
15538667	400e	00
15566515	4014	02
15568366	4000	71
15568374	4002	fb
15568393	4004	b4
15568401	4006	c3
15568420	4008	8f
15568428	400a	00
15568436	400b	05
15568444	400c	f4
15568452	400e	00
15568724	4016	01
15568730	4016	00
15568927	4016	01
15568933	4016	00
15569130	4016	01
15569136	4016	00
15596294	4014	02
15598140	4000	71
15598148	4002	fb
15598167	4004	b3
15598175	4006	c3
15598194	4008	8f
15598202	400a	00
15598210	400b	05
15598218	400c	f3
15598226	400e	00
15598503	4016	01
15598509	4016	00
15598706	4016	01
15598712	4016	00
15598909	4016	01
15598915	4016	00
15626076	4014	02
15627989	4000	71
15627997	4002	fb
15628016	4004	b3
15628024	4006	7f
15628042	4007	02
15628050	4008	8f
15628058	400a	00
15628066	400b	05
15628074	400c	f2
15628082	400e	00
15628362	4016	01
15628368	4016	00
15628565	4016	01
15628571	4016	00
15628768	4016	01
15628774	4016	00
15655854	4014	02
15658117	4000	71
15658125	4002	fb
15658144	4004	b3
15658152	4006	7f
15658171	4008	8f
15658179	400a	00
15658187	400b	05
15658195	400c	f1
15658203	400e	00
15658480	4016	01
15658486	4016	00
15658683	4016	01
15658689	4016	00
15658886	4016	01
15658892	4016	00
15685636	4014	02
15687482	4000	71
15687490	4002	fb
15687509	4004	b3
15687517	4006	7f
15687536	4008	80
15687544	400a	00
15687552	400b	05
15687560	400c	f0
15687568	400e	00
15687845	4016	01
15687851	4016	00
15688048	4016	01
15688054	4016	00
15688251	4016	01
15688257	4016	00
15715415	4014	02
15717354	4000	71
15717362	4002	fb
15717381	4004	b3
15717389	4006	c3
15717407	4007	01
15717415	4008	80
15717423	400a	00
15717431	400b	05
15717439	400c	f0
15717447	400e	00
15745196	4014	02
15747179	4000	71
15747187	4002	fb
15747206	4004	b2
15747214	4006	c3
15747233	4008	80
15747241	400a	00
15747249	400b	05
15747257	400c	f0
15747265	400e	00
15747537	4016	01
15747543	4016	00
15747740	4016	01
15747746	4016	00
15747943	4016	01
15747949	4016	00
15774975	4014	02
15776915	4000	71
15776923	4002	fb
15776942	4004	b2
15776950	4006	c3
15776969	4008	80
15776977	400a	00
15776985	400b	05
15776993	400c	f0
15777001	400e	00
15777278	4016	01
15777284	4016	00
15777481	4016	01
15777487	4016	00
15777684	4016	01
15777690	4016	00
15804755	4014	02
15806694	4000	71
15806702	4002	fb
15806721	4004	b2
15806729	4006	52
15806748	4008	80
15806756	400a	00
15806764	400b	05
15806772	400c	f0
15806780	400e	00
15807060	4016	01
15807066	4016	00
15807263	4016	01
15807269	4016	00
15807466	4016	01
15807472	4016	00
15834534	4014	02
15836474	4000	71
15836482	4002	fb
15836501	4004	b2
15836509	4006	52
15836528	4008	80
15836536	400a	00
15836544	400b	05
15836552	400c	f0
15836560	400e	00
15836837	4016	01
15836843	4016	00
15837040	4016	01
15837046	4016	00
15837243	4016	01
15837249	4016	00
15864314	4014	02
15867093	4000	7f
15867101	4002	39
15867119	4003	02
15867127	4004	b2
15867135	4006	52
15867154	4008	8f
15867162	400a	39
15867170	400b	02
15867178	400c	f8
15867186	400e	03
15867466	4016	01
15867472	4016	00
15867669	4016	01
15867675	4016	00
15867872	4016	01
15867878	4016	00
15894094	4014	02
15895952	4000	7e
15895960	4002	39
15895979	4004	b2
15895987	4006	c3
15896006	4008	8f
15896014	400a	74
15896022	400b	04
15896030	400c	f7
15896038	400e	03
15923875	4014	02
15925804	4000	7d
15925812	4002	39
15925831	4004	b1
15925839	4006	c3
15925858	4008	8f
15925866	400a	74
15925874	400b	04
15925882	400c	f6
15925890	400e	03
15926161	4016	01
15926167	4016	00
15926364	4016	01
15926370	4016	00
15926567	4016	01
15926573	4016	00
15953656	4014	02
15955542	4000	7c
15955550	4002	39
15955569	4004	b1
15955577	4006	c3
15955596	4008	8f
15955604	400a	74
15955612	400b	04
15955620	400c	f5
15955628	400e	03
15955907	4016	01
15955913	4016	00
15956110	4016	01
15956116	4016	00
15956313	4016	01
15956319	4016	00
15983435	4014	02
15985347	4000	7b
15985355	4002	39
15985374	4004	b1
15985382	4006	7f
15985400	4007	02
15985408	4008	8f
15985416	400a	74
15985424	400b	04
15985432	400c	f4
15985440	400e	03
15985716	4016	01
15985722	4016	00
15985919	4016	01
15985925	4016	00
15986122	4016	01
15986128	4016	00
16013214	4014	02
16015100	4000	7a
16015108	4002	39
16015127	4004	b1
16015135	4006	7f
16015154	4008	8f
16015162	400a	74
16015170	400b	04
16015178	400c	f3
16015186	400e	03
16015462	4016	01
16015468	4016	00
16015665	4016	01
16015671	4016	00
16015868	4016	01
16015874	4016	00
16042996	4014	02
16044842	4000	79
16044850	4002	39
16044869	4004	b1
16044877	4006	7f
16044896	4008	8f
16044904	400a	74
16044912	400b	04
16044920	400c	f2
16044928	400e	03
16045204	4016	01
16045210	4016	00
16045407	4016	01
16045413	4016	00
16045610	4016	01
16045616	4016	00
16072774	4014	02
16075451	4000	71
16075459	4002	39
16075478	4004	38
